,WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T_PK,T_AV,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,T50,RH50,U50,V50,HT50,KI,TT,SLP,SLP_,Precp,Ozone
T4,-0.011315693968901903,-0.03795520460762555,-0.06404514928652744,-0.08562977537704422,-0.10881993862061959,-0.11678789135033948,-0.07322064725565086,0.060531543914897186,0.04639977223966148,-0.07197545602994318,-0.13793810247398783,-0.1688389871298547,-0.1614821873011633,-0.13842759500388807,-0.1026236018066227,-0.06400840340573305,-0.03459748822898876,0.07480680132417088,0.14314593139203144,0.12845537829816647,0.10820200734690867,0.09722591232459504,0.06771230169172873,0.05725771150308297,-0.04668478842995909,-0.04013391583319903,0.9820072713508048,0.988171071870057,0.9934243864317285,0.9975288942194983,1.0,0.998178713791204,0.9938072388121865,0.982712284061723,0.9600992477571201,0.9286455113948825,0.9011217800820747,0.879669165807186,0.8591222438687565,0.8420805633611701,0.8279061235655192,0.8168152329416596,0.8159867828311772,0.8289628309500916,0.8533672337155421,0.871204642318523,0.8794750157818855,0.8820020863292466,0.8802340032051688,0.876939665922834,0.872986266173324,0.9467288740518844,0.8674141037622175,0.4274796349297709,-0.3422526454305385,0.43831629262683375,0.23875401642593652,0.7801785497424493,0.2758480272624865,-0.580104677131729,0.220504464182982,0.6252131687475672,0.748468470625109,0.19307507023794412,-0.6338727217061263,0.0006810027265662383,0.7529036844335157,0.6239330652765294,0.5958322675903159,-0.5402331856402359,-0.2645508426736244,0.10153488686517687,0.08147282576615546
T5,-0.02105442855808427,-0.048545902756586906,-0.07487430813161526,-0.09635131944912548,-0.11851888463099135,-0.12399864331133843,-0.07857770306448732,0.0549808226700688,0.04044260121575737,-0.07485928241072545,-0.13823840782313437,-0.16766066685026068,-0.1593354661988429,-0.1372520035035581,-0.10132466452590876,-0.062359066995068387,-0.03270933090024304,0.07757406488431727,0.14720314304356208,0.13333593110127617,0.11206236329244174,0.10136755475219525,0.07361927199157238,0.06247602087903928,-0.04682247685318512,-0.04180495558775897,0.976226862682853,0.9829030936565212,0.9889187593321456,0.9938422895955753,0.998178713791204,1.0,0.9971688797692407,0.9863091583807244,0.9638947653697654,0.9324738327434814,0.904627852580644,0.8826944660089632,0.8614717680204268,0.8440440215589088,0.8292944186067659,0.8178548308413185,0.8167380968995083,0.8299795802927339,0.8550719018338444,0.8738822631094272,0.8830282773910173,0.8861261865132773,0.8849000297194728,0.8819763779713329,0.8733069946108086,0.9481364041103205,0.8652227309256749,0.4241002248851912,-0.3451466824478155,0.4431743051322722,0.24278024478346938,0.7796567638378266,0.2722249680517949,-0.5828267274005635,0.2221109881096407,0.6275751818032298,0.7476364412514139,0.194042474901053,-0.6351559162934995,-0.0005423799277410091,0.753948348131201,0.618524123747864,0.5903362145773483,-0.5343678924977406,-0.2683495893038391,0.10268133738450987,0.08138761663592643
T6,-0.040007460393936246,-0.0683088179642448,-0.0953304955657076,-0.117753411549837,-0.1419942165565544,-0.14835892896046696,-0.09792278074921185,0.04507610037445406,0.03383307558020784,-0.08242429341826842,-0.14543961922599172,-0.17323752587649646,-0.16354013978067106,-0.1413516134890345,-0.1034196112758963,-0.06384991365905272,-0.03145833935850859,0.08400576803131375,0.15667167925524558,0.14127536397837837,0.11695793642564725,0.10288351632846648,0.07384578530690585,0.06032147043591002,-0.052678258120291144,-0.050952607329732884,0.9716723181756893,0.9780076817919929,0.9840540827143409,0.9891774629597183,0.9938072388121865,0.9971688797692407,1.0,0.9932810733965615,0.9728564411141036,0.942386169123747,0.9149858314630058,0.8932090059544509,0.8717472091414007,0.8540671130197804,0.839246560171923,0.82792923459204,0.827143426159322,0.840715324170456,0.8661894166381853,0.8848512017535747,0.8939746286118981,0.8969702161375146,0.8957654812083145,0.8929927325146696,0.8812434027602025,0.9546356188375532,0.8655784794773804,0.41552664074450235,-0.3517063304384118,0.4362050846830221,0.25353166595010007,0.7813409483145428,0.26598224924579755,-0.5903417503928539,0.2104418508827534,0.6353225261472196,0.7486701073503351,0.18792476830712815,-0.64379305169584,-0.012992569549500803,0.7590330250482086,0.6120952719719641,0.5831860103592011,-0.5252677858645193,-0.26428149797209854,0.09517169502840087,0.08443321879888026
T7,-0.08469485751324558,-0.11437817852805297,-0.1442468340865378,-0.16933799544039865,-0.1956286202600318,-0.20319729726217192,-0.15217359875107375,0.010202746629630175,0.01578722666523599,-0.10021175724132794,-0.16451695214123696,-0.19399114097577622,-0.18352302733704795,-0.15892808251363238,-0.11809666348294125,-0.07465387978101096,-0.034748640233457403,0.08735624095735943,0.1559403812889414,0.1348861985123491,0.1047145654277123,0.08480664874309223,0.05173570243026193,0.035096553871222354,-0.07380136532640258,-0.08638231529004536,0.9657487043328277,0.9702160286912781,0.9747804358997164,0.9787718553148678,0.982712284061723,0.9863091583807244,0.9932810733965615,1.0,0.9903084713010986,0.965732501660572,0.9413644299844647,0.9208305118104333,0.9002259482742172,0.8827735525679854,0.8682098326790144,0.8574375321009023,0.856755261763089,0.8698802660797603,0.8935885989736743,0.9093651077558819,0.9163487266610492,0.917606816030795,0.9149454806080931,0.9109171734593438,0.9071449253077462,0.9695949928297988,0.8667358171183271,0.3816554504137568,-0.3725276685972677,0.3953660519356917,0.2705587967189981,0.7813134175780803,0.24438846848589083,-0.6101768472940836,0.16412220203337338,0.6478491365209962,0.7510992074906158,0.16268868079823276,-0.6653695032563088,-0.056341444731028346,0.7672705586916283,0.5892064305448049,0.5588816655069787,-0.5129554391310116,-0.24510378532178462,0.07284523087063212,0.10265199681852961
T8,-0.14932581596153716,-0.1817492666610959,-0.21327556163850345,-0.24097903241437216,-0.26746154982580594,-0.27566857164997943,-0.2260008487779643,-0.057378133204672284,-0.031111633370063892,-0.13022779034826737,-0.18781298980896516,-0.21720036094992712,-0.2070479326118261,-0.17955346005790135,-0.13335910434960063,-0.08698915582285346,-0.044122973674552916,0.07614375919054994,0.14006567346430102,0.11294029400396127,0.07744120526679321,0.053938173893307795,0.016665445901157865,-0.0014618653945836114,-0.10528150549986197,-0.13810323888495413,0.9493233530463386,0.9513432150831442,0.9539864677769281,0.956762476598513,0.9600992477571201,0.9638947653697654,0.9728564411141036,0.9903084713010986,1.0,0.9899805077162019,0.9724803715727525,0.9550501914052477,0.9362020947379155,0.9195396939999582,0.9053262043470057,0.89445059664317,0.8926416234375929,0.9026395171361329,0.9214426617446027,0.933678625773877,0.9381628843703573,0.9374700426191346,0.933037402156616,0.9274596376812596,0.938673239834291,0.9820321987561238,0.8588064560703268,0.32241294164734824,-0.39483749553680564,0.3365384705431391,0.2938654996091148,0.7795244646621317,0.19654760802088528,-0.6337239946304997,0.10153514979925758,0.6605497678092611,0.7516093157439736,0.11571614612642932,-0.6896178248325366,-0.11780052292463172,0.7748547706435425,0.5357374686832003,0.5056795477738709,-0.4889091548110879,-0.21613221446462125,0.0442994544537777,0.12115380468311707
T9,-0.20378828790406078,-0.23780945859136973,-0.2705411710002629,-0.2985402315400961,-0.32436998556667795,-0.33333947896632843,-0.28604996665474813,-0.11492974721293385,-0.07780189823040722,-0.16490734836721332,-0.20269028839310516,-0.22951578133867492,-0.21978300770728346,-0.1922190990075895,-0.14222511752758374,-0.09502610783227214,-0.051262640938281444,0.06303558449467295,0.12112546902478481,0.0900205936501684,0.05128622487597044,0.024091049656834583,-0.013145440258817928,-0.03262229740104846,-0.1313407794070796,-0.1812955103443935,0.9225488999946239,0.922524298575383,0.9236832140684608,0.9255260663456355,0.9286455113948825,0.9324738327434814,0.942386169123747,0.965732501660572,0.9899805077162019,1.0,0.993557591251552,0.9810880187619138,0.9644200717535758,0.9487740447446406,0.9350438387608616,0.9238790151233925,0.9205400008428902,0.9263900161830771,0.9394619747276641,0.9484467405114287,0.9505646183360654,0.9481344497077857,0.9421237499330841,0.9353746214625358,0.961189957019396,0.9844225256494239,0.8414211804779242,0.2616645191657916,-0.4014461272388682,0.28642981509066384,0.31296464255868667,0.7718811133697092,0.14116229735571229,-0.643420448630421,0.04654272557390065,0.6666873231819865,0.7424811161250461,0.06829604270439586,-0.6993689301213416,-0.17227674797116116,0.77463572312694,0.47527682178605946,0.449082174111966,-0.4589800652097308,-0.1948365979044978,0.012454106015427164,0.1322157966603476
T10,-0.24079417932096298,-0.27691565756180025,-0.3087980576376052,-0.3366859938404222,-0.360752324408149,-0.3701270082529714,-0.32602301173887954,-0.15510355619623897,-0.1137417861959092,-0.19471886562630408,-0.22301904581562057,-0.2416853529243019,-0.23212477541640877,-0.20518938778398307,-0.1535969378319848,-0.10472142433849663,-0.05996958479343347,0.05103438387346016,0.10568994027050185,0.07340018828567986,0.03424171421707519,0.006071534460202342,-0.03144207249826678,-0.050141332539986705,-0.15310483008122797,-0.21299176996247532,0.8980932489323405,0.8969575668125758,0.8972355440781697,0.8984722875999108,0.9011217800820747,0.904627852580644,0.9149858314630058,0.9413644299844647,0.9724803715727525,0.993557591251552,1.0,0.9940805893673763,0.98021158648941,0.9660193591038039,0.9530187436617534,0.9417542197827415,0.9371315453625124,0.9396081875205667,0.9479346996571998,0.9539257977863213,0.9538437341930132,0.9496466121716413,0.9422500192178597,0.9346404402052352,0.973048696758089,0.9802025185899997,0.8243247183997361,0.21921658623256018,-0.40075825851586117,0.2472675120323893,0.3264836302388817,0.7599536466380808,0.10350491312079989,-0.6441457500263276,0.005152592430448599,0.6680172528430065,0.7306342668321072,0.03738759850924663,-0.7007806186193389,-0.21225674477546952,0.7695398324553205,0.43252002457960487,0.41014660072663806,-0.43414802122828616,-0.18023041055679842,-0.01836212176982699,0.14180178799148707
T11,-0.25590059907664775,-0.2927159182545151,-0.3250999548517951,-0.35335100171973094,-0.37468167417012477,-0.38455555456705454,-0.3410455929799019,-0.1718659633403294,-0.1290287349577673,-0.2104122812319461,-0.2381951778366163,-0.2552456138942057,-0.23895925688923894,-0.21220495112760251,-0.15695773962325374,-0.10585585946101307,-0.06094863221725377,0.046778083327524866,0.0981174791736136,0.06384477970007817,0.023685546037743976,-0.005657638036286364,-0.04386147941914397,-0.0629846007339998,-0.1664691547655491,-0.22778854016722702,0.8799048325979562,0.8777007090499809,0.877128247939545,0.8777997949371202,0.879669165807186,0.8826944660089632,0.8932090059544509,0.9208305118104333,0.9550501914052477,0.9810880187619138,0.9940805893673763,1.0,0.9923430565912592,0.9801965702199309,0.9685678943212128,0.956954305848767,0.9508488495519113,0.950429105091475,0.954779791781814,0.9580060233277502,0.9556970429092063,0.9498390963271982,0.9411208052246836,0.932555173702377,0.9800864596877296,0.9755728187248104,0.813512443133639,0.19373574672388819,-0.39356692282360467,0.2183206625238576,0.3296925624727168,0.7507940369499131,0.07875150259849742,-0.6392390665253866,-0.023582682539504834,0.6649008404801678,0.7218157726347785,0.013889582133702004,-0.6955360884732172,-0.2365414735427087,0.7635130225212804,0.4071682589566747,0.3887881137597831,-0.42224261325847934,-0.17259906471961106,-0.04565761843326264,0.15203448853858978
T12,-0.263583718705733,-0.3014804135465734,-0.3333677346508057,-0.3611366270380416,-0.3823193069391484,-0.3930893850020219,-0.3516669596646809,-0.18374535477706894,-0.13993823096581295,-0.2189590089179217,-0.25176746867485145,-0.2717357364965046,-0.2570431972999283,-0.22088211917090134,-0.16275953731515416,-0.11079892948587532,-0.06110355762035306,0.04638818657914442,0.09045122226229152,0.05519361339558033,0.014241716986526567,-0.01656429910736809,-0.05427429410316373,-0.0742915983510192,-0.18251742462639733,-0.24008096012313412,0.8624678023282603,0.8593760739192037,0.8581589930570688,0.8581635408287246,0.8591222438687565,0.8614717680204268,0.8717472091414007,0.9002259482742172,0.9362020947379155,0.9644200717535758,0.98021158648941,0.9923430565912592,1.0,0.9935903613980301,0.9835512815443975,0.971599270532192,0.9639156342980202,0.9602697247828376,0.9602315164377159,0.960141533369768,0.9552825618840192,0.9477091589660261,0.9376617808411478,0.9279550672659107,0.9822382296449492,0.969216038094673,0.8036831636562027,0.17506472131431286,-0.38445357853903395,0.19011629340358044,0.32781151448828905,0.7418996847843279,0.06123401326212484,-0.629526520228223,-0.05010279223852439,0.6574412943617585,0.7121560064760597,-0.005992325599407381,-0.6861806146152404,-0.2583290475266478,0.7540183865055239,0.387742811204256,0.37227123733165807,-0.41196273998728666,-0.16598107542402993,-0.07129586403893408,0.1604679328016254
T13,-0.2627564880619918,-0.2986458293026573,-0.3304187465091713,-0.35872088863492213,-0.3820622263303018,-0.39308209428812463,-0.3537233377139447,-0.18670829356588337,-0.1431413377465661,-0.22179716287605297,-0.25736492979692216,-0.2808966278087735,-0.27482268582801306,-0.235883110967418,-0.1696530511643767,-0.1185422916727181,-0.0659608913964051,0.04201883866607084,0.08165012909969763,0.04531718143212339,0.0010917387098833451,-0.029595739670873544,-0.06680802818801053,-0.08616693642447848,-0.19456215925671955,-0.24788712566763973,0.8475328659782654,0.8437106484340208,0.8422044556538806,0.8416545620628575,0.8420805633611701,0.8440440215589088,0.8540671130197804,0.8827735525679854,0.9195396939999582,0.9487740447446406,0.9660193591038039,0.9801965702199309,0.9935903613980301,1.0,0.9932955409763886,0.9810479127081763,0.9723067209152865,0.966018116605529,0.9622422196402095,0.9589770351820648,0.9516258582383909,0.9422746222877921,0.9307533584048274,0.9199534074502844,0.9811937339951307,0.9613823530507951,0.7962068197089338,0.15874272377091111,-0.3737580209769237,0.17091097988194565,0.3195153038629704,0.733263938796026,0.05057822167613098,-0.6183974133370965,-0.06587198820938514,0.6465664392825057,0.7027010495884496,-0.021284535412698466,-0.676689139080777,-0.2706103383981007,0.7430765933706026,0.3741675664916575,0.35983718874454174,-0.40849506175647793,-0.15810447356052332,-0.08916550854454283,0.16904644374822117
T14,-0.26099426030637357,-0.29654886743779163,-0.3305651831530462,-0.35851532335345576,-0.3814708955636505,-0.39409228667790525,-0.3555195666582581,-0.18833487176131952,-0.14490931797779522,-0.22748690745741987,-0.2659150642290766,-0.29099070239449865,-0.2888764059367093,-0.2564037496433741,-0.19542480480503854,-0.13467380361361442,-0.07493102677369137,0.03608423524977909,0.06983373596484885,0.032895418060131645,-0.011808046883449066,-0.04174501781404758,-0.0789969002771926,-0.09657249068184175,-0.2106560211742779,-0.259432229351261,0.8364483611709775,0.8317365428233623,0.8295082267239335,0.8282225131872327,0.8279061235655192,0.8292944186067659,0.839246560171923,0.8682098326790144,0.9053262043470057,0.9350438387608616,0.9530187436617534,0.9685678943212128,0.9835512815443975,0.9932955409763886,1.0,0.9922555764788933,0.9832397251672131,0.9747660953290622,0.9668337720308253,0.9597507046969057,0.9496550183223049,0.9379676253923753,0.9248575433478006,0.9128790601179693,0.9790587331658137,0.9545534943554785,0.7915396330901742,0.14908232941770597,-0.3665517141866506,0.1511920857695703,0.3125464171816271,0.7284457488241961,0.04490893401277341,-0.6116455858501609,-0.08077515001503068,0.6387962386421573,0.6981338948224087,-0.029697403522675955,-0.6714530291221728,-0.2790890454419102,0.735783420118007,0.36568556838057115,0.3512585538592255,-0.4091157114984834,-0.15013188159552482,-0.09980195083145674,0.17434981860205662
T15,-0.2587089643867651,-0.29406563855438284,-0.33082403290114515,-0.35808525467868063,-0.3811159127365592,-0.3972737840111743,-0.3580303631329514,-0.18949582411960258,-0.14634992916744177,-0.23266021510471588,-0.27436575431214566,-0.30037957702007134,-0.2990861213829845,-0.2725115280030927,-0.21777826350289536,-0.16324771937984045,-0.09066193311362081,0.02726522585016311,0.05890003140917329,0.0179667192862618,-0.024261155611730395,-0.05724641050224623,-0.09712954180696393,-0.11273387620786399,-0.2284163408618211,-0.27220799846243954,0.827409402483958,0.8220895998975253,0.8192773756334593,0.8175377372177942,0.8168152329416596,0.8178548308413185,0.82792923459204,0.8574375321009023,0.89445059664317,0.9238790151233925,0.9417542197827415,0.956954305848767,0.971599270532192,0.9810479127081763,0.9922555764788933,1.0,0.9944359468292497,0.9843567245026833,0.972501856458189,0.9616130333525877,0.9488288132597926,0.9351685814385762,0.9207504575633989,0.9074211972516273,0.9740267944498727,0.948345781486204,0.7841462445168449,0.1475998070893804,-0.3603071948597158,0.13658435421729895,0.30576165086548285,0.7205485431585623,0.04342094095013279,-0.6042970227829926,-0.08798768464141336,0.6296632579561813,0.6922509061350419,-0.03301578330871513,-0.6648768285460205,-0.28000907680893716,0.7269142731658518,0.361972344323449,0.34746123181739147,-0.40856789099250257,-0.14482692364386318,-0.1112450910900832,0.17929518988793117
T16,-0.2584864674803479,-0.2944707533181143,-0.33146102951326084,-0.3579741689499932,-0.37980023168656296,-0.3962951578798053,-0.3561220004995441,-0.1846726488365027,-0.14333824203687937,-0.2340359458478885,-0.28042278772902124,-0.3075588064082873,-0.3081222287655596,-0.2850147508266127,-0.23102861600832886,-0.18860262110728965,-0.11721683127516412,0.010956815334732296,0.04438954480459328,0.002507548923775891,-0.03955218020203372,-0.07321002203287426,-0.11347418965016427,-0.12811001401340344,-0.242530003550025,-0.28381740884041623,0.8272350796609006,0.8216803334714512,0.8186920698956627,0.8168502833744369,0.8159867828311772,0.8167380968995083,0.827143426159322,0.856755261763089,0.8926416234375929,0.9205400008428902,0.9371315453625124,0.9508488495519113,0.9639156342980202,0.9723067209152865,0.9832397251672131,0.9944359468292497,1.0,0.9936258179627842,0.980729100174603,0.9675966708817301,0.9532438741145285,0.9384789901095235,0.9230994521538752,0.9090820173572777,0.9706640595799877,0.9478502037213257,0.7831897170257228,0.155038132352378,-0.3574225186195096,0.13040671185808955,0.30071176291643914,0.716856604022902,0.05217852285355016,-0.5993173064555337,-0.08813099783801576,0.6250825548772689,0.6906653512686745,-0.02499765723070468,-0.6642310928555122,-0.2788228274107516,0.7232542375976918,0.3694457473319107,0.3530096866810228,-0.4119915543248647,-0.1403160160222854,-0.11008525600570872,0.17787117289919685
T17,-0.25018969247680983,-0.2855712429151145,-0.3224605676207643,-0.34678698709311706,-0.36731716157763766,-0.3840196088255221,-0.34296507979245394,-0.16947509374243402,-0.1316356122841956,-0.23015977994966796,-0.2804656110673966,-0.3070860563347506,-0.30725412434631083,-0.2839526378459369,-0.23153487185331836,-0.19130931421742178,-0.12755219063873108,0.0003857319031237768,0.04270094226598861,0.0007626451050548053,-0.04034917387010015,-0.07222217227519205,-0.11169697887341498,-0.12767804409524816,-0.24213585646794467,-0.2794246959968141,0.8390449329096109,0.8337460470348397,0.8310239768425086,0.8295830281242471,0.8289628309500916,0.8299795802927339,0.840715324170456,0.8698802660797603,0.9026395171361329,0.9263900161830771,0.9396081875205667,0.950429105091475,0.9602697247828376,0.966018116605529,0.9747660953290622,0.9843567245026833,0.9936258179627842,1.0,0.9932108567495895,0.9807859463885117,0.9668074771699132,0.9523916994350262,0.937397134118445,0.9235886688039664,0.9688204460957912,0.9552631101748793,0.7904797178328236,0.17624862299982988,-0.363318833492492,0.14133559071611354,0.29900269493961606,0.7198937308320656,0.07624441484595822,-0.6007403697255855,-0.07437397168376222,0.6274340768724148,0.6961854564894056,-0.0021943554383837614,-0.6693898936005317,-0.2667244286035243,0.7266081348986172,0.39417980700325067,0.3724721826572355,-0.4208611646749564,-0.14066355968725225,-0.10016084726237594,0.17183848131515325
T18,-0.24073423520572046,-0.2762243456876769,-0.31174503731720515,-0.3342651594303175,-0.35497550988053106,-0.3684503783726555,-0.3248691239225079,-0.15319885021706495,-0.1212156938401541,-0.22565020583412468,-0.2751363692152099,-0.300340823553618,-0.2986138165547368,-0.27423452903138185,-0.22258034425788228,-0.1823716843979651,-0.12142209750992256,0.008866681265402927,0.05278979778962104,0.016963366256045168,-0.02120217877695805,-0.050449842979244035,-0.08802475230441961,-0.10514606750193153,-0.23186533436323567,-0.26272122272591186,0.8594953971343247,0.8553660883282714,0.8534634143513158,0.8530692152327461,0.8533672337155421,0.8550719018338444,0.8661894166381853,0.8935885989736743,0.9214426617446027,0.9394619747276641,0.9479346996571998,0.954779791781814,0.9602315164377159,0.9622422196402095,0.9668337720308253,0.972501856458189,0.980729100174603,0.9932108567495895,1.0,0.9942585722601865,0.9840521363151116,0.9722737077784684,0.9592092211589524,0.9469016229114688,0.967311981000161,0.9677707642229505,0.8044482495737921,0.2087217098833155,-0.37433371660043724,0.1738031841281625,0.3060614428555978,0.73056908597235,0.11147672717413085,-0.6100267899988253,-0.04436940554166825,0.6404441667444366,0.7099097891329095,0.029130182145564162,-0.6799057080301489,-0.24423877026772728,0.7407616875319585,0.42862548414490126,0.40012361166557675,-0.4275779546818214,-0.14660824691731317,-0.07183852655681887,0.16362715127538824
T19,-0.23294205130310716,-0.2682753878105603,-0.30169110756577655,-0.3237597475128959,-0.3445000701279093,-0.3555815667034469,-0.31197239117857767,-0.14421163881440344,-0.11795707421032008,-0.22093828115944544,-0.2687685442007968,-0.29166462760337736,-0.28786612977302134,-0.2620808847906003,-0.21043176431071028,-0.1687790934936262,-0.11057686842221078,0.021000997821725514,0.07423319937866218,0.03951680296644951,0.006009137122275577,-0.021426259520795767,-0.05786258264577678,-0.07676446533870086,-0.21941440361782974,-0.2436457188680601,0.8722028374631026,0.86973664648876,0.8691247966289988,0.8698581099020176,0.871204642318523,0.8738822631094272,0.8848512017535747,0.9093651077558819,0.933678625773877,0.9484467405114287,0.9539257977863213,0.9580060233277502,0.960141533369768,0.9589770351820648,0.9597507046969057,0.9616130333525877,0.9675966708817301,0.9807859463885117,0.9942585722601865,1.0,0.995927051280483,0.9879860143092631,0.977744207110835,0.9675186171224199,0.9634523521403365,0.975467750773862,0.8156627684657701,0.22772229895601492,-0.3879816296088382,0.20526939997005725,0.318047895696625,0.7432607105450141,0.13128007513461604,-0.6236465017190146,-0.01754278417878091,0.656578009765386,0.7224570221985106,0.05225241549721477,-0.6909896707276434,-0.22978641104387823,0.7572976624907496,0.447321254217631,0.4147963024613097,-0.4257468806521755,-0.15619362090977562,-0.05204962834420668,0.15642865408446321
T20,-0.2238046053865424,-0.2597094600173528,-0.291710554696958,-0.3124230911281296,-0.33297334607197027,-0.3431433561935348,-0.3005375111157933,-0.13548454762782444,-0.11253457542987517,-0.21485039897627628,-0.2611913738161535,-0.2819218784901436,-0.27547911612762216,-0.2480650817583818,-0.19685661016533965,-0.1558353960281404,-0.09947589409966842,0.03177821122161052,0.09305672807890095,0.059922911078861225,0.028471536125312766,0.0034286609324867415,-0.03058608361680373,-0.05035618066082728,-0.20743598195996105,-0.22501239503333947,0.876193708273236,0.8752144360210149,0.875733846380857,0.8772367864220628,0.8794750157818855,0.8830282773910173,0.8939746286118981,0.9163487266610492,0.9381628843703573,0.9505646183360654,0.9538437341930132,0.9556970429092063,0.9552825618840192,0.9516258582383909,0.9496550183223049,0.9488288132597926,0.9532438741145285,0.9668074771699132,0.9840521363151116,0.995927051280483,1.0,0.996696021843425,0.989317337505266,0.9810719788037529,0.9556127487268307,0.9762870926045649,0.8188421346402835,0.23647409004972866,-0.39764523754622877,0.22846929163175114,0.3263185586773914,0.7496148446300263,0.14049157811357313,-0.6311344812438008,0.001322183183873657,0.6654207005884816,0.7297529346042625,0.06495212398990827,-0.6952127572296101,-0.21972929959245183,0.7661499480683608,0.45371563216025945,0.41725451008895326,-0.41955210722446334,-0.15760779268132383,-0.03338230659006508,0.14745804462686632
T21,-0.21839165297780577,-0.2541321601149752,-0.28576176910754664,-0.3057120644920275,-0.3251926383446895,-0.333626860416693,-0.291786947624032,-0.1321130859078544,-0.11159395104894797,-0.21234887046047993,-0.25677834249956605,-0.275311726823177,-0.26750742512406345,-0.2388087532805958,-0.18765804780705508,-0.1473268780907181,-0.09149748084958433,0.04015734731395714,0.10661423215769159,0.07606669885974353,0.046074113245959974,0.02138478947116292,-0.011791797809056268,-0.03186611690961043,-0.20030821576336028,-0.2125595331705185,0.8755788182570607,0.8752938767991457,0.8765466755280781,0.8788509687596118,0.8820020863292466,0.8861261865132773,0.8969702161375146,0.917606816030795,0.9374700426191346,0.9481344497077857,0.9496466121716413,0.9498390963271982,0.9477091589660261,0.9422746222877921,0.9379676253923753,0.9351685814385762,0.9384789901095235,0.9523916994350262,0.9722737077784684,0.9879860143092631,0.996696021843425,1.0,0.9966229140720517,0.9905346425859822,0.9458492889364906,0.972940817729098,0.8187826023355927,0.2427286462752108,-0.40574809466493295,0.24498874633745632,0.332006984076848,0.7504957540596467,0.1514844058006268,-0.6353299294987542,0.014493162677565478,0.6703024545572126,0.7320131116143863,0.07747056233941274,-0.6974706628389745,-0.21221049291529867,0.7702758759426079,0.4595855434261696,0.4194377264353115,-0.41331502484125227,-0.16009797053750843,-0.017894238592875995,0.13865142162830602
T22,-0.21357342620481407,-0.24869119414400745,-0.2796536940329923,-0.29796557657996453,-0.3167114827582203,-0.3231674052278434,-0.28198175578342094,-0.1266984676830443,-0.11029406815649818,-0.2095499519725784,-0.251145762585678,-0.2689890555746854,-0.25978918201509793,-0.22951229648330435,-0.17935351891787318,-0.1377619363454984,-0.083513412071413,0.047215637524380766,0.11909226748161507,0.08963087364627556,0.06008175694027115,0.03257567683417122,0.004154748662192136,-0.013000156659534155,-0.19397537652044086,-0.2014658295721556,0.8706944082699062,0.8713208800776284,0.873115218121826,0.8761081958436501,0.8802340032051688,0.8849000297194728,0.8957654812083145,0.9149454806080931,0.933037402156616,0.9421237499330841,0.9422500192178597,0.9411208052246836,0.9376617808411478,0.9307533584048274,0.9248575433478006,0.9207504575633989,0.9230994521538752,0.937397134118445,0.9592092211589524,0.977744207110835,0.989317337505266,0.9966229140720517,1.0,0.9972936185070006,0.934133955473756,0.9664514746773057,0.8149321450523896,0.2440182036174884,-0.4116005032786541,0.25924469620514634,0.3362313732054324,0.7494158191624196,0.15330110354830442,-0.6354636581276876,0.02579531164854537,0.6722552277963305,0.7297851650919914,0.08502705496007008,-0.6944362896511975,-0.2062262516434468,0.7709126077413045,0.4584152806661108,0.4172872878280711,-0.40428486672541464,-0.16165550556560426,-0.0075075656785302675,0.13124762630893158
T23,-0.20564426710837488,-0.24065044431506719,-0.2718228246480187,-0.2902275104851652,-0.30883721362416383,-0.3143325764406448,-0.27376290600155917,-0.12270468200606013,-0.10742719877677041,-0.2033328883387199,-0.24321595929338052,-0.26024821123831454,-0.25018004413808115,-0.2198145997849679,-0.17012857471181092,-0.1283058114538125,-0.07573278091720057,0.053575737001806484,0.1308074219235073,0.1031563021947303,0.07284125139162705,0.043769936028957256,0.01709350263142482,0.0058935955582661145,-0.18679339385918878,-0.18932691327133525,0.8650426092875388,0.8662538038936602,0.8685944409887134,0.8722801303828033,0.876939665922834,0.8819763779713329,0.8929927325146696,0.9109171734593438,0.9274596376812596,0.9353746214625358,0.9346404402052352,0.932555173702377,0.9279550672659107,0.9199534074502844,0.9128790601179693,0.9074211972516273,0.9090820173572777,0.9235886688039664,0.9469016229114688,0.9675186171224199,0.9810719788037529,0.9905346425859822,0.9972936185070006,1.0,0.9229982659063289,0.9589707180997981,0.811133053453946,0.24483208697284173,-0.4126559974633674,0.2721115399037352,0.3391571677320061,0.7486540896696093,0.15456651085081766,-0.631905707153715,0.036433059916159485,0.6733319135245325,0.7270496405575273,0.09111046207918193,-0.6894416298308681,-0.20003038513133947,0.7709602636990579,0.45684013345071406,0.415044569127124,-0.3965556339448586,-0.15997951742995214,-4.175030240254195e-05,0.12507107769357972
